identity	canonical_card_name	canonical_card_id	current_source_pool	relationship_class	certified_identity_claim_ids	exact_card_facts	relationship_evidence	source_ids	exact_source_locators	baseline_disposition	current_disposition	limitation	public_rationale	owner_decision	display_priority
RG	Borborygmos Enraged	b7505737-1fc8-4ee8-8b1d-5dde73b6a76d	data/raw-factions/gruul_clans/gruul_clans.profile.json#/commander_compass/native_fit_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	claim_gruul_clans_key_figure_0012;claim_gruul_clans_key_figure_0013;claim_gruul_clans_key_figure_0035;claim_gruul_clans_key_figure_0036;claim_gruul_clans_key_figure_0046	Legendary Creature — Cyclops; CI=RG; oracle_id=b7505737-1fc8-4ee8-8b1d-5dde73b6a76d	A Burning-Tree-linked Gruul figure whose lands-matter damage gameplay can echo direct Rubblebelt force as auxiliary Commander texture.	src_gruul_clans_0002;src_gruul_clans_0003;src_gruul_clans_0009	src_gruul_clans_0002=https://magic.wizards.com/en/news/feature/planeswalkers-guide-to-gatecrash-part-2;src_gruul_clans_0003=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-allegiance-2019-02-07;src_gruul_clans_0009=https://magic.wizards.com/en/news/magic-story/war-spark-ravnica-path-opulent-2019-05-15	REVIEW_REQUIRED	APPROVED_PUBLIC	You don't want to play an 8-mana commander. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Borborygmos turns combat damage into lands in hand, then lets you discard those lands to deal 3 damage to any target.	APPROVE	1
RG	Hallar, the Firefletcher	04559759-1afd-4785-badc-c3416041f016	data/raw-factions/gruul_clans/gruul_clans.profile.json#/commander_compass/weird_stretch_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE		Legendary Creature — Elf Archer; CI=RG; oracle_id=04559759-1afd-4785-badc-c3416041f016	A non-Ravnica red-green stretch pick for counter/kicker pressure; use as gameplay texture only, not Gruul lore proof.			EVIDENCE_NEEDED	EVIDENCE_NEEDED	You want a deck that plays generic good creatures rather than specific kicker spells. Candidate uses missing, string-only, or incomplete claim/source provenance.	None	NOT_APPLICABLE	2
RG	Nikya of the Old Ways	ebf3fd80-9574-489b-9428-f4251834bdc4	data/raw-factions/gruul_clans/gruul_clans.profile.json#/commander_compass/budget_friendly_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	claim_gruul_clans_key_figure_0023;claim_gruul_clans_structure_0021;claim_gruul_clans_philosophy_0022	Legendary Creature — Centaur Druid; CI=RG; oracle_id=ebf3fd80-9574-489b-9428-f4251834bdc4	She forces you to abandon 'civilized' noncreature spells in exchange for massive mana for monsters.	src_gruul_clans_0002	src_gruul_clans_0002=https://magic.wizards.com/en/news/feature/planeswalkers-guide-to-gatecrash-part-2	REVIEW_REQUIRED	APPROVED_PUBLIC	Requires a very specific deck composition. You like playing instants, sorceries, or artifacts. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	She forces you to abandon 'civilized' noncreature spells in exchange for massive mana for monsters.	APPROVE	3
RG	Ruric Thar, the Unbowed	6ed13a89-4284-4c01-8099-75e2d68c8c63	data/raw-factions/gruul_clans/gruul_clans.profile.json#/commander_compass/iconic_lore_forward_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	claim_gruul_clans_key_figure_0016;claim_gruul_clans_structure_0017	Legendary Creature — Ogre Warrior; CI=RG; oracle_id=6ed13a89-4284-4c01-8099-75e2d68c8c63	A severe Gruul pressure piece against noncreature spell plans; creature-first tables punish players who try to solve everything with spells.	src_gruul_clans_0002	src_gruul_clans_0002=https://magic.wizards.com/en/news/feature/planeswalkers-guide-to-gatecrash-part-2	REVIEW_REQUIRED	APPROVED_PUBLIC	You want to play a deck with more than 5-10 noncreature spells. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Ruric Thar must attack when able and deals 6 damage to any player who casts a noncreature spell.	APPROVE	4
WG	Trostani, Selesnya's Voice	e94ef397-f5c5-4b8d-ae27-528352fa1d1e	data/raw-factions/selesnya_conclave/selesnya_conclave.profile.json#/commander_compass/native_fit_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	selesnya_conclave_claim_005;selesnya_conclave_claim_006;selesnya_conclave_claim_007;selesnya_conclave_claim_0018;selesnya_conclave_claim_0020	Legendary Creature — Dryad; CI=WG; oracle_id=e94ef397-f5c5-4b8d-ae27-528352fa1d1e	Trostani has source-backed Selesnya leadership context, while her token/populate/lifegain card play is auxiliary Commander texture rather than independent lore proof.	src_wotc_flavorful_guide_guilds_ravnica_2018;src_wotc_guilds_ravnica_mechanics_2018;src_wotc_guilds_ravnica_prerelease_primer_2018	src_wotc_flavorful_guide_guilds_ravnica_2018=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_wotc_guilds_ravnica_mechanics_2018=https://magic.wizards.com/en/news/feature/guilds-ravnica-mechanics-2018-09-04;src_wotc_guilds_ravnica_prerelease_primer_2018=https://magic.wizards.com/en/news/feature/guilds-of-ravnica-prerelease-primer	REVIEW_REQUIRED	APPROVED_PUBLIC	Skip if you dislike token bookkeeping, longer board-development games, or populate needing good token targets. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Whenever another creature you control enters, you gain life equal to its toughness; Trostani can also populate a creature token you control.	APPROVE	1
WG	Emmara, Soul of the Accord	c65ba242-3369-48a9-864f-1b1f85238f67	data/raw-factions/selesnya_conclave/selesnya_conclave.profile.json#/commander_compass/native_fit_commanders/1	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	selesnya_conclave_claim_006;selesnya_conclave_claim_007;selesnya_conclave_claim_0020	Legendary Creature — Elf Cleric; CI=WG; oracle_id=c65ba242-3369-48a9-864f-1b1f85238f67	Emmara is a gameplay-adjacent Selesnya on-ramp because tapping and creature teamwork can echo bounded Convoke texture; this is product guidance, not authoritative character proof.	src_wotc_flavorful_guide_guilds_ravnica_2018;src_wotc_guilds_ravnica_mechanics_2018;src_wotc_guilds_ravnica_prerelease_primer_2018	src_wotc_flavorful_guide_guilds_ravnica_2018=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_wotc_guilds_ravnica_mechanics_2018=https://magic.wizards.com/en/news/feature/guilds-ravnica-mechanics-2018-09-04;src_wotc_guilds_ravnica_prerelease_primer_2018=https://magic.wizards.com/en/news/feature/guilds-of-ravnica-prerelease-primer	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Skip if you want a commander that creates large threats by itself or dislike needing tap outlets/convoke support. Existing wording contains reviewer/source-method language and is not eligible as player copy.	None	NOT_APPLICABLE	2
WG	Sythis, Harvest's Hand	0fc64fd6-f057-4056-9dca-47accb7ff036	data/raw-factions/selesnya_conclave/selesnya_conclave.profile.json#/commander_compass/weird_stretch_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	selesnya_conclave_claim_007;selesnya_conclave_claim_0020;selesnya_conclave_claim_0022	Legendary Enchantment Creature — Nymph; CI=WG; oracle_id=0fc64fd6-f057-4056-9dca-47accb7ff036	Sythis is not Selesnya lore, but enchantress play can be an auxiliary expression of protected growth and communal infrastructure when not treated as canon proof.	src_wotc_flavorful_guide_guilds_ravnica_2018;src_wotc_guilds_ravnica_mechanics_2018;src_wotc_guilds_ravnica_prerelease_primer_2018	src_wotc_flavorful_guide_guilds_ravnica_2018=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_wotc_guilds_ravnica_mechanics_2018=https://magic.wizards.com/en/news/feature/guilds-ravnica-mechanics-2018-09-04;src_wotc_guilds_ravnica_prerelease_primer_2018=https://magic.wizards.com/en/news/feature/guilds-of-ravnica-prerelease-primer	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Product-adjacent only; not a Selesnya lore card. Skip if you want tokens/convoke/populate or a Ravnica-native commander. Existing wording contains reviewer/source-method language and is not eligible as player copy.	None	NOT_APPLICABLE	3
WG	Trelasarra, Moon Dancer	cd10ebc9-9f6c-4da2-9a86-263902002ebc	data/raw-factions/selesnya_conclave/selesnya_conclave.profile.json#/commander_compass/budget_friendly_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	selesnya_conclave_claim_007;selesnya_conclave_claim_0020;selesnya_conclave_claim_0022	Legendary Creature — Elf Cleric; CI=WG; oracle_id=cd10ebc9-9f6c-4da2-9a86-263902002ebc	Trelasarra is a budget gameplay adjacency for growth and sustainment, not a Ravnica-native Selesnya proof point.	src_wotc_flavorful_guide_guilds_ravnica_2018;src_wotc_guilds_ravnica_mechanics_2018;src_wotc_guilds_ravnica_prerelease_primer_2018	src_wotc_flavorful_guide_guilds_ravnica_2018=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_wotc_guilds_ravnica_mechanics_2018=https://magic.wizards.com/en/news/feature/guilds-ravnica-mechanics-2018-09-04;src_wotc_guilds_ravnica_prerelease_primer_2018=https://magic.wizards.com/en/news/feature/guilds-of-ravnica-prerelease-primer	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Not Ravnica-native; use as budget gameplay adjacency. Skip if you want a token-first guild expression or strict Ravnica flavor. Existing wording contains reviewer/source-method language and is not eligible as player copy.	None	NOT_APPLICABLE	4
WG	Rhys the Redeemed	f7252190-ad24-4ba3-a644-2790dd1d680d	data/raw-factions/selesnya_conclave/selesnya_conclave.profile.json#/commander_compass/advanced_complexity_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	selesnya_conclave_claim_007;selesnya_conclave_claim_0020	Legendary Creature — Elf Warrior; CI=WG; oracle_id=f7252190-ad24-4ba3-a644-2790dd1d680d	Rhys maps strongly to collective-board gameplay, but he is not Ravnican; use only as auxiliary product guidance for players who want many bodies acting together.	src_wotc_flavorful_guide_guilds_ravnica_2018;src_wotc_guilds_ravnica_mechanics_2018;src_wotc_guilds_ravnica_prerelease_primer_2018	src_wotc_flavorful_guide_guilds_ravnica_2018=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_wotc_guilds_ravnica_mechanics_2018=https://magic.wizards.com/en/news/feature/guilds-ravnica-mechanics-2018-09-04;src_wotc_guilds_ravnica_prerelease_primer_2018=https://magic.wizards.com/en/news/feature/guilds-of-ravnica-prerelease-primer	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Strong gameplay fit; not an official Selesnya/Ravnica character. Skip if you want native Selesnya lore, low token counts, or a deck that avoids exponential board states. Existing wording contains reviewer/source-method language and is not eligible as player copy.	None	NOT_APPLICABLE	5
WG	Trostani Discordant	9a2fdc0e-e0de-47fc-95e4-04e725ddf060	data/raw-factions/selesnya_conclave/selesnya_conclave.profile.json#/commander_compass/iconic_lore_forward_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	selesnya_conclave_claim_005;selesnya_conclave_claim_007;selesnya_conclave_claim_0018;selesnya_conclave_claim_0020	Legendary Creature — Dryad; CI=WG; oracle_id=9a2fdc0e-e0de-47fc-95e4-04e725ddf060	This Trostani version is lore-forward because Trostani is source-backed; discord/ownership/card gameplay remains auxiliary card texture unless separately localized.	src_wotc_flavorful_guide_guilds_ravnica_2018;src_wotc_guilds_ravnica_mechanics_2018;src_wotc_guilds_ravnica_prerelease_primer_2018	src_wotc_flavorful_guide_guilds_ravnica_2018=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_wotc_guilds_ravnica_mechanics_2018=https://magic.wizards.com/en/news/feature/guilds-ravnica-mechanics-2018-09-04;src_wotc_guilds_ravnica_prerelease_primer_2018=https://magic.wizards.com/en/news/feature/guilds-of-ravnica-prerelease-primer	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Skip if you want a stronger engine commander; this is more flavor-forward than optimized. Existing wording contains reviewer/source-method language and is not eligible as player copy.	None	NOT_APPLICABLE	6
WB	Teysa Karlov	644eeefd-e684-4ca8-8aef-a892ca130c07	data/raw-factions/orzhov_syndicate/orzhov_syndicate.profile.json#/commander_compass/native_fit_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	orzhov_syndicate_claim_005;orzhov_syndicate_claim_006;orzhov_syndicate_claim_007;orzhov_syndicate_claim_0018;orzhov_syndicate_claim_0020	Legendary Creature — Human Advisor; CI=WB; oracle_id=644eeefd-e684-4ca8-8aef-a892ca130c07	Teysa is the clearest native Orzhov product fit: she doubles death-trigger value and turns token bodies into a more threatening spiritual workforce.	src_wotc_flavorful_guide_ravnica_allegiance_2019;src_wotc_ravnica_allegiance_mechanics_2018	src_wotc_flavorful_guide_ravnica_allegiance_2019=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-allegiance-2019-02-07;src_wotc_ravnica_allegiance_mechanics_2018=https://magic.wizards.com/en/news/feature/ravnica-allegiance-mechanics	REVIEW_REQUIRED	APPROVED_PUBLIC	Discovery-only story-corpus claim IDs removed from this auxiliary support chain. Commander/card/product material remains auxiliary and is not authoritative Orzhov semantic proof. Skip if you dislike sacrifice loops, death-trigger stacks, or incremental value engines. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Teysa Karlov makes your permanents' death triggers happen twice, while giving your creature tokens vigilance and lifelink.	APPROVE	1
WB	Teysa, Orzhov Scion	8191342b-b25e-4c4d-8f69-aee662148ff4	data/raw-factions/orzhov_syndicate/orzhov_syndicate.profile.json#/commander_compass/native_fit_commanders/1	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	orzhov_syndicate_claim_002;orzhov_syndicate_claim_003;orzhov_syndicate_claim_006;orzhov_syndicate_claim_007;orzhov_syndicate_claim_0018;orzhov_syndicate_claim_0020	Legendary Creature — Human Advisor; CI=WB; oracle_id=8191342b-b25e-4c4d-8f69-aee662148ff4	This version of Teysa strongly expresses Orzhov transaction logic: sacrifice, death, replacement bodies, and exile removal all feed the same contract engine.	src_wotc_flavorful_guide_ravnica_allegiance_2019;src_wotc_ravnica_allegiance_mechanics_2018	src_wotc_flavorful_guide_ravnica_allegiance_2019=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-allegiance-2019-02-07;src_wotc_ravnica_allegiance_mechanics_2018=https://magic.wizards.com/en/news/feature/ravnica-allegiance-mechanics	REVIEW_REQUIRED	APPROVED_PUBLIC	Discovery-only story-corpus claim IDs removed from this auxiliary support chain. Commander/card/product material remains auxiliary and is not authoritative Orzhov semantic proof. Skip if you want a simple precon-style gameplan or dislike combo-adjacent sacrifice engines. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	This version of Teysa strongly expresses Orzhov transaction logic: sacrifice, death, replacement bodies, and exile removal all feed the same contract engine.	APPROVE	2
WB	Athreos, God of Passage	af206aed-1f58-4f5a-ba42-0e0d1f282940	data/raw-factions/orzhov_syndicate/orzhov_syndicate.profile.json#/commander_compass/weird_stretch_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	orzhov_syndicate_claim_006;orzhov_syndicate_claim_007;orzhov_syndicate_claim_0018;orzhov_syndicate_claim_0020	Legendary Enchantment Creature — God; CI=WB; oracle_id=af206aed-1f58-4f5a-ba42-0e0d1f282940	Athreos is not Ravnican Orzhov lore, but the gameplay feels like debt collection: opponents must pay life or return your dead assets.	src_wotc_ravnica_allegiance_mechanics_2018;src_wotc_flavorful_guide_ravnica_allegiance_2019	src_wotc_ravnica_allegiance_mechanics_2018=https://magic.wizards.com/en/news/feature/ravnica-allegiance-mechanics;src_wotc_flavorful_guide_ravnica_allegiance_2019=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-allegiance-2019-02-07	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Not an Orzhov/Ravnica lore character; product-adjacent only. Discovery-only story-corpus claim IDs removed from this auxiliary support chain. Commander/card/product material remains auxiliary and is not authoritative Orzhov semantic proof. Skip if you want strict Ravnica flavor or dislike political choice cards that slow decision-making. Current relationship bridge depends on generic color, product, or mechanical analogy rather than a direct native identity/card anchor.	None	NOT_APPLICABLE	3
WB	Elas il-Kor, Sadistic Pilgrim	a4d33e21-d3fe-4d5b-903c-b75e859d6f7f	data/raw-factions/orzhov_syndicate/orzhov_syndicate.profile.json#/commander_compass/budget_friendly_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	orzhov_syndicate_claim_006;orzhov_syndicate_claim_007;orzhov_syndicate_claim_0018;orzhov_syndicate_claim_0020	Legendary Creature — Phyrexian Kor Cleric; CI=WB; oracle_id=a4d33e21-d3fe-4d5b-903c-b75e859d6f7f	Elas gives a very accessible Orzhov-feeling loop: creatures enter as small gains, die as small debts collected from opponents.	src_wotc_ravnica_allegiance_mechanics_2018;src_wotc_flavorful_guide_ravnica_allegiance_2019	src_wotc_ravnica_allegiance_mechanics_2018=https://magic.wizards.com/en/news/feature/ravnica-allegiance-mechanics;src_wotc_flavorful_guide_ravnica_allegiance_2019=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-allegiance-2019-02-07	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Not Ravnica-native; use as budget gameplay fit. Discovery-only story-corpus claim IDs removed from this auxiliary support chain. Commander/card/product material remains auxiliary and is not authoritative Orzhov semantic proof. Skip if you want Ravnica lore or dislike small incremental triggers. Current relationship bridge depends on generic color, product, or mechanical analogy rather than a direct native identity/card anchor.	None	NOT_APPLICABLE	4
WB	Karlov of the Ghost Council	647d7988-9a5d-4700-9238-938d0d5fae12	data/raw-factions/orzhov_syndicate/orzhov_syndicate.profile.json#/commander_compass/advanced_complexity_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	orzhov_syndicate_claim_004;orzhov_syndicate_claim_006;orzhov_syndicate_claim_007;orzhov_syndicate_claim_0018;orzhov_syndicate_claim_0020	Legendary Creature — Spirit Advisor; CI=WB; oracle_id=647d7988-9a5d-4700-9238-938d0d5fae12	Karlov converts lifegain into visible authority: counters become removal, making every payment and tithe a future sentence.	src_wotc_flavorful_guide_ravnica_allegiance_2019;src_wotc_ravnica_allegiance_mechanics_2018	src_wotc_flavorful_guide_ravnica_allegiance_2019=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-allegiance-2019-02-07;src_wotc_ravnica_allegiance_mechanics_2018=https://magic.wizards.com/en/news/feature/ravnica-allegiance-mechanics	REVIEW_REQUIRED	APPROVED_PUBLIC	Can become removal-heavy and commander-centric. Discovery-only story-corpus claim IDs removed from this auxiliary support chain. Commander/card/product material remains auxiliary and is not authoritative Orzhov semantic proof. Skip if you want a token-sacrifice deck or dislike commander-damage pressure backed by cheap lifegain triggers. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Each lifegain event puts two +1/+1 counters on Karlov, and removing six of those counters exiles a creature.	APPROVE	5
WB	Obzedat, Ghost Council	6c3df703-e96a-4ee4-b449-b8e1e3460bd3	data/raw-factions/orzhov_syndicate/orzhov_syndicate.profile.json#/commander_compass/iconic_lore_forward_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	orzhov_syndicate_claim_004;orzhov_syndicate_claim_006;orzhov_syndicate_claim_007;orzhov_syndicate_claim_0018;orzhov_syndicate_claim_0020	Legendary Creature — Spirit Advisor; CI=WB; oracle_id=6c3df703-e96a-4ee4-b449-b8e1e3460bd3	Obzedat is the iconic old Orzhov power structure: deathless elites draining value, dodging consequences, and returning to collect again.	src_wotc_flavorful_guide_ravnica_allegiance_2019;src_wotc_ravnica_allegiance_mechanics_2018	src_wotc_flavorful_guide_ravnica_allegiance_2019=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-allegiance-2019-02-07;src_wotc_ravnica_allegiance_mechanics_2018=https://magic.wizards.com/en/news/feature/ravnica-allegiance-mechanics	REVIEW_REQUIRED	APPROVED_PUBLIC	Discovery-only story-corpus claim IDs removed from this auxiliary support chain. Commander/card/product material remains auxiliary and is not authoritative Orzhov semantic proof. Skip if you need a fast engine or dislike high-mana commanders that win through slow drain. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Obzedat is the iconic old Orzhov power structure: deathless elites draining value, dodging consequences, and returning to collect again.	APPROVE	6
UR	Niv-Mizzet, Parun	33666a98-812f-4892-9f8d-33e0cbecc340	data/raw-factions/izzet_league/izzet_league.profile.json#/commander_compass/native_fit_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	claim_izzet_league_0008;claim_izzet_league_0009;claim_izzet_league_0025;claim_izzet_league_0036;claim_izzet_league_0037;claim_izzet_league_0039;claim_izzet_league_0045	Legendary Creature — Dragon Wizard; CI=UR; oracle_id=33666a98-812f-4892-9f8d-33e0cbecc340	He is the cleanest native Izzet bridge: a Ravnican Izzet leader whose gameplay rewards instant/sorcery exchanges with cards and turns card draw into precise damage.	src_izzet_league_0002;src_izzet_league_0003;src_izzet_league_0012;src_izzet_league_0010;src_izzet_league_0011	src_izzet_league_0002=https://magic.wizards.com/en/news/feature/planeswalkers-guide-to-return-to-ravnica-part-2;src_izzet_league_0003=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_izzet_league_0012=https://magic.wizards.com/en/news/magic-story/war-spark-ravnica-operation-desperation-2019-06-05;src_izzet_league_0010=https://magic.wizards.com/en/news/feature/planeswalkers-guide-to-murders-at-karlov-manor;src_izzet_league_0011=https://magic.wizards.com/en/news/feature/the-legends-and-characters-of-murders-at-karlov-manor	REVIEW_REQUIRED	APPROVED_PUBLIC	Skip if your table dislikes compact draw-damage combos, repeated triggers, or commanders that become the whole deck plan. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Niv-Mizzet draws whenever any player casts an instant or sorcery, then turns every card you draw into 1 damage to a target.	APPROVE	1
UR	Melek, Izzet Paragon	095d9719-0db6-43de-8e4f-a0035a4c65ed	data/raw-factions/izzet_league/izzet_league.profile.json#/commander_compass/native_fit_commanders/1	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	claim_izzet_league_0101	Legendary Creature — Weird Wizard; CI=UR; oracle_id=095d9719-0db6-43de-8e4f-a0035a4c65ed	Melek preserves the lab-experiment feel without defaulting to the dragon. Revealing the top card and copying spells feels like an unstable experiment becoming repeatable technique.	src_izzet_league_0014	src_izzet_league_0014=https://magic.wizards.com/en/news/magic-story/project-lightning-bug-2015-05-27	REVIEW_REQUIRED	APPROVED_PUBLIC	Skip if you want a low-curve commander or dislike playing with the top of your library revealed. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Melek preserves the lab-experiment feel without defaulting to the dragon. Revealing the top card and copying spells feels like an unstable experiment becoming repeatable technique.	APPROVE	2
UR	Ovika, Enigma Goliath	b05a2b5f-1b5c-4f1b-8a6b-525c5c8b8ba1	data/raw-factions/izzet_league/izzet_league.profile.json#/commander_compass/weird_stretch_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	claim_izzet_league_0008;claim_izzet_league_0009;claim_izzet_league_0025;claim_izzet_league_0036;claim_izzet_league_0037;claim_izzet_league_0039;claim_izzet_league_0045	Legendary Creature — Phyrexian Nightmare; CI=UR; oracle_id=b05a2b5f-1b5c-4f1b-8a6b-525c5c8b8ba1	Ovika is not a Ravnica lore fit, but the gameplay is a strong Izzet product stretch: noncreature spells become a chaotic engineered creature swarm.	src_izzet_league_0002;src_izzet_league_0003;src_izzet_league_0012;src_izzet_league_0010;src_izzet_league_0011	src_izzet_league_0002=https://magic.wizards.com/en/news/feature/planeswalkers-guide-to-return-to-ravnica-part-2;src_izzet_league_0003=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_izzet_league_0012=https://magic.wizards.com/en/news/magic-story/war-spark-ravnica-operation-desperation-2019-06-05;src_izzet_league_0010=https://magic.wizards.com/en/news/feature/planeswalkers-guide-to-murders-at-karlov-manor;src_izzet_league_0011=https://magic.wizards.com/en/news/feature/the-legends-and-characters-of-murders-at-karlov-manor	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Product guidance only; not an Izzet/Ravnica lore claim. Skip if you want a lore-forward Ravnican commander, a fast commander, or a deck that avoids board-token bookkeeping. Current relationship bridge depends on generic color, product, or mechanical analogy rather than a direct native identity/card anchor.	None	NOT_APPLICABLE	3
UR	Vadrik, Astral Archmage	a9ab17ce-ba07-4ce8-99f9-9c4c633957f7	data/raw-factions/izzet_league/izzet_league.profile.json#/commander_compass/budget_friendly_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	claim_izzet_league_0008;claim_izzet_league_0009;claim_izzet_league_0025;claim_izzet_league_0036;claim_izzet_league_0037;claim_izzet_league_0039;claim_izzet_league_0045	Legendary Creature — Human Wizard; CI=UR; oracle_id=a9ab17ce-ba07-4ce8-99f9-9c4c633957f7	Vadrik offers a lower-cost way to experience the Izzet spell-chain fantasy: grow the commander, then turn spell costs into fuel for bigger turns.	src_izzet_league_0002;src_izzet_league_0003;src_izzet_league_0012;src_izzet_league_0010;src_izzet_league_0011	src_izzet_league_0002=https://magic.wizards.com/en/news/feature/planeswalkers-guide-to-return-to-ravnica-part-2;src_izzet_league_0003=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_izzet_league_0012=https://magic.wizards.com/en/news/magic-story/war-spark-ravnica-operation-desperation-2019-06-05;src_izzet_league_0010=https://magic.wizards.com/en/news/feature/planeswalkers-guide-to-murders-at-karlov-manor;src_izzet_league_0011=https://magic.wizards.com/en/news/feature/the-legends-and-characters-of-murders-at-karlov-manor	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Not Ravnica-native; recommend as budget gameplay adjacency only. Skip if you want official Izzet characters, Ravnica flavor, or dislike day/night tracking and power-based cost math. Current relationship bridge depends on generic color, product, or mechanical analogy rather than a direct native identity/card anchor.	None	NOT_APPLICABLE	4
UR	Mizzix of the Izmagnus	f787c6cf-a4ff-487b-a7b0-0f516e68510a	data/raw-factions/izzet_league/izzet_league.profile.json#/commander_compass/advanced_complexity_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	claim_izzet_league_0102	Legendary Creature — Goblin Wizard; CI=UR; oracle_id=f787c6cf-a4ff-487b-a7b0-0f516e68510a	Mizzix captures the escalating experiment: every correctly sequenced spell makes the next experiment cheaper and more dangerous.	src_izzet_league_0014	src_izzet_league_0014=https://magic.wizards.com/en/news/magic-story/project-lightning-bug-2015-05-27	REVIEW_REQUIRED	APPROVED_PUBLIC	Can drift into high-power combo if tuned aggressively. Skip if your group dislikes storm turns, long sequencing, or commanders that snowball from cost reduction. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Mizzix captures the escalating experiment: every correctly sequenced spell makes the next experiment cheaper and more dangerous.	APPROVE	5
