path	category	disposition	basis
docs/handoffs/2026-05-31-0757-codex-vm200-abzan-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-0805-codex-vm201-tarkir-clan-source-restore.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-0817-codex-vm203-208-temur-planning.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-0844-codex-vm203-temur-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-0859-codex-vm198-abzan-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-0911-codex-vm204-temur-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-0919-codex-vm199-abzan-docs-parity-fill.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-0950-codex-vm205-temur-docs-parity-fill.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-0953-codex-vm200-abzan-raw-faction-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1020-codex-vm201-abzan-raw-packet-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1024-codex-vm206-temur-raw-faction-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1042-codex-vm207-temur-raw-packet-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1108-codex-vm202-abzan-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1615-codex-vm197-abzan-source-packet-evidence-ledger.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1619-codex-vm209-214-sultai-kanban-reservation-only.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1631-codex-vm208-temur-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1637-codex-vm215-220-jeskai-kanban-reservation-only.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1645-codex-vm215-abzan-dossier-manual-qa-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1650-codex-vm209-sultai-source-packet-evidence-ledger.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1652-codex-vm221-temur-live-parity-hardening.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1719-codex-vm223-228-mardu-kanban-reservation-only.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1722-codex-vm222-temur-dossier-link-maze-qa-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1725-codex-vm210-sultai-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1729-codex-vm223-mardu-source-packet-evidence-ledger.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1731-codex-jeskai-kanban-id-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1744-codex-vm211-sultai-docs-parity-fill.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1753-codex-vm224-mardu-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1757-codex-vm229-jeskai-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1810-codex-vm212-sultai-raw-faction-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1813-codex-vm225-mardu-docs-parity-fill.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1819-codex-vm230-jeskai-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1832-codex-vm213-sultai-raw-packet-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1843-codex-vm231-jeskai-docs-parity-fill.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1846-codex-vm226-mardu-raw-faction-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1910-codex-vm227-mardu-raw-packet-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1916-codex-vm232-jeskai-raw-faction-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1920-codex-vm214-sultai-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1931-codex-vm235-mardu-status-marker-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1936-codex-vm233-jeskai-raw-packet-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-1956-codex-vm236-sultai-live-copy-polish-reservation.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-2010-codex-vm228-mardu-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-2035-codex-vm237-mardu-quick-reading-reachability-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-2043-codex-vm234-jeskai-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-2128-codex-vm238-mardu-maze-link-query-preservation-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-2203-codex-vm239-jeskai-dossier-deck-start-dedup-qa-closeout.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-01-0011-codex-gold-standard-onboarding-publish-bundle.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-01-0836-codex-vm270-jeskai-hero-background-image-trial.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-01-2330-codex-vm271-archscry-identity-hero-background-rollout.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-02-1135-codex-vm240-yore-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-02-1153-codex-vm240-yore-naming-clarification.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-02-1245-codex-vm241-yore-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-02-1528-codex-vm242-yore-docs-parity-fill.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-02-1622-codex-vm243-yore-non-live-raw-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-02-1824-codex-vm245-yore-promotion-stop-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-02-1825-codex-vm246-glint-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-02-2049-codex-vm244-yore-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-02-2050-codex-vm247-glint-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-02-2142-codex-vm248-glint-docs-parity-fill.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-02-2211-codex-vm245-yore-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-02-2226-codex-vm249-glint-non-live-raw-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-0655-codex-vm252-dune-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-0700-codex-vm273-yore-placement-copy-polish.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-0718-codex-vm250-glint-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-0736-codex-vm253-dune-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-1222-codex-vm274-yore-identity-hero-background.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-1226-codex-vm254-dune-docs-parity-fill.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-1240-codex-vm251-glint-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-1406-codex-vm275-glint-identity-hero-background.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-1700-codex-vm255-dune-non-live-raw-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-1908-codex-vm276-glint-source-enrichment-card.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-1920-codex-vm256-dune-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-2059-codex-vm276-glint-source-enrichment-reconciliation.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-2137-codex-vm257-dune-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-2231-codex-vm278-dune-identity-hero-background.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-2236-codex-vm258-ink-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-2236-codex-vm279-dune-maze-query-archidekt-links.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-03-2253-codex-vm280-four-color-maze-handoff-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-04-0005-codex-vm259-ink-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-04-0705-codex-vm260-ink-docs-parity-fill.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-04-0714-codex-vm284-quandrix-golden-path-calibration.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-04-0754-codex-vm261-ink-non-live-raw-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-04-0815-codex-vm262-ink-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-04-0911-codex-vm263-ink-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-04-1206-codex-vm264-witch-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-04-1416-codex-vm265-witch-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-04-1652-codex-vm266-witch-docs-parity-fill.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-04-2144-codex-vm267-witch-non-live-raw-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-04-2235-codex-vm268-witch-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-04-2354-codex-vm269-witch-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-05-0736-codex-vm293-witch-identity-hero-background.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-05-0843-codex-vm297-placement-source-of-truth-audit.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-05-0929-codex-vm298-witch-source-durability-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-05-1004-codex-vm299-jeskai-mardu-source-durability.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-05-1126-codex-vm300-source-generated-guardrails.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-09-0820-codex-vm301-yore-source-first-authoring.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-09-0851-codex-vm302-dune-source-first-authoring.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-09-1025-codex-vm303-glint-source-first-authoring.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-09-1218-codex-vm304-ink-source-first-authoring.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-09-1404-codex-vm305-supabase-context-isolation.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-09-1642-codex-vm306-ur-rg-mechanics-source-first.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-09-2000-codex-vm307-lorehold-mechanics-signal-balance.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-09-2005-codex-vm308-colorless-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-09-2107-codex-vm314-abzan-display-enrichment.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-09-2136-codex-vm309-colorless-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-09-2142-codex-vm315-sultai-display-enrichment.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-09-2213-codex-vm310-colorless-docs-parity.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-09-2338-codex-vm316-temur-display-enrichment.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-0646-codex-vm311-colorless-raw-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-0656-codex-vm317-bant-display-enrichment.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-0728-codex-vm312-colorless-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-0729-codex-vm318-esper-display-enrichment.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-0932-codex-vm320-colorless-leakage-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-0933-codex-vm319-grixis-display-enrichment.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-1510-codex-vm321-colorless-review-gate-rerun.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-1517-codex-vm322-jund-display-enrichment.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-1637-codex-vm323-naya-display-enrichment.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-1640-codex-vm313-colorless-promotion-planning.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-1922-codex-vm325-source-bound-gold-standard-rule.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-1929-codex-vm324-colorless-readiness-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-2016-codex-vm326-colorless-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-2249-codex-vm327-colorless-controlled-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-2255-codex-vm328-witch-authority-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-10-2349-codex-vm329-colorless-ux-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-11-0032-codex-vm330-four-color-authority-sweep.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-11-0035-codex-vm331-colorless-copy-maze-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-11-0658-codex-vm333-sultai-dossier-copy-blocked.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-11-0708-codex-vm334-colorless-product-decision-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-11-0718-planning-architect-vm335-mono-source-authority-decision.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-11-0811-codex-vm337-colorless-controlled-dossier-expansion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-11-2115-codex-vm338-colorless-layer2-source-authority-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-11-2243-codex-vm339-colorless-official-source-capture.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-11-2243-codex-vm340-colorless-layer2-gold-certification.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-11-2332-codex-vm341-colorless-dossier-ux-polish.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-11-2358-codex-vm342-colorless-dossier-micro-polish.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-12-0644-codex-ravnica-guild-source-normalization.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-12-0726-codex-vm346-strixhaven-cohort-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-12-1007-codex-vm347-shard-clan-cohort-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-12-1120-codex-vm348-four-color-cohort-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-12-1618-codex-source-bound-thickness-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-12-2034-codex-source-bound-richness-cleanup.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-12-2211-codex-vm362-colorless-public-richness-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-12-2213-codex-vm361-mono-source-inventory.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-12-2316-codex-vm363-repo-cleanup-publish.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-13-0047-codex-archscry-identity-matrix-data-map.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-13-0750-codex-vm367-wubrg-gold-layer1-layer2.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-13-0912-codex-wubrg-source-bound-deepening.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-13-1119-codex-wubrg-identity-hero-prompt.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-13-1147-codex-wubrg-identity-hero-hookup.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-13-1442-planning-architect-vm377-mono-gold-source-intake-planning.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-13-1653-codex-vm377-mono-gold-execution.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-13-1826-codex-vm378-379-380-source-bound-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-13-1843-codex-vm381-publish-clean-dirty-tree.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-13-1926-codex-vm382-gate-compression-simulator.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-06-13-1954-codex-vm383-gate-compression-preview.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
